client_no,attrition_flag,customer_age,gender,education_level,marital_status,income_category,card_category,months_on_book,months_inactive_12_mon,credit_limit,total_revolving_bal,total_trans_amt,avg_utilization_ratio
711838008,Attrited Customer,37,M,Graduate,Married,$60K - $80K,Blue,28,3,6407,478,9322,0.075
711826983,Attrited Customer,47,F,Unknown,Married,$40K - $60K,Blue,36,3,5822,0,3240,0
719413383,Existing Customer,32,M,Uneducated,Single,$60K - $80K,Silver,36,3,33711,1437,14880,0.043
712990458,Existing Customer,44,F,Graduate,Married,Unknown,Silver,34,2,31699,1976,13653,0.062
789594108,Existing Customer,47,M,College,Single,$80K - $120K,Blue,41,1,3429,1779,14107,0.519
718764708,Existing Customer,45,M,Graduate,Unknown,$120K +,Blue,36,4,8858,1359,14223,0.153
820271208,Existing Customer,46,M,Graduate,Divorced,$60K - $80K,Blue,41,2,7064,1234,13791,0.175
708369633,Attrited Customer,34,F,Graduate,Married,Less than $40K,Gold,36,3,15487,1847,7031,0.119
712055433,Existing Customer,39,F,High School,Married,Less than $40K,Blue,36,2,3600,2072,14137,0.576
721114458,Existing Customer,46,M,College,Single,$120K +,Blue,36,2,34516,585,14319,0.017
714959358,Attrited Customer,50,M,High School,Married,$80K - $120K,Silver,36,3,34516,2292,8045,0.066
708396033,Existing Customer,45,F,Uneducated,Married,Less than $40K,Blue,27,2,2490,1059,12257,0.425
719593608,Attrited Customer,56,M,Uneducated,Married,$80K - $120K,Blue,36,2,33870,0,7661,0
715830558,Attrited Customer,50,M,Uneducated,Unknown,$120K +,Blue,38,2,34516,397,7454,0.012
716406483,Existing Customer,30,M,Unknown,Single,$60K - $80K,Blue,20,3,23760,1349,13124,0.057
714941358,Attrited Customer,53,F,Graduate,Married,Less than $40K,Blue,36,3,4005,0,7022,0
716088783,Attrited Customer,60,M,College,Married,$80K - $120K,Blue,50,4,29239,0,8169,0
718458858,Attrited Customer,41,M,Graduate,Single,$80K - $120K,Silver,29,3,34516,0,3526,0
715754133,Existing Customer,42,F,Graduate,Single,Less than $40K,Blue,32,2,3391,1359,13212,0.401
715630983,Attrited Customer,31,F,Graduate,Single,Less than $40K,Blue,21,2,4598,0,6317,0
712768983,Attrited Customer,51,M,Graduate,Single,$80K - $120K,Silver,42,4,34516,230,8629,0.007
716881683,Attrited Customer,45,M,Uneducated,Married,$80K - $120K,Blue,34,3,3435,2517,5567,0.733
711108408,Existing Customer,55,M,Uneducated,Single,$60K - $80K,Blue,36,1,17540,1337,14244,0.076
717565233,Existing Customer,51,M,Doctorate,Single,$80K - $120K,Blue,38,3,31346,1318,13303,0.042
789539058,Existing Customer,28,M,Uneducated,Single,Less than $40K,Blue,20,1,4342,893,17064,0.206
768643158,Existing Customer,44,F,Graduate,Divorced,Less than $40K,Blue,38,1,3842,2459,13598,0.64
721530633,Existing Customer,51,F,Graduate,Single,$40K - $60K,Blue,36,1,3785,1329,15209,0.351
721188033,Existing Customer,48,M,College,Married,Less than $40K,Blue,39,3,6797,2239,16171,0.329
810261633,Existing Customer,44,M,Graduate,Single,$60K - $80K,Blue,39,2,9682,1727,14991,0.178
717529233,Attrited Customer,40,F,Graduate,Single,Less than $40K,Blue,30,3,3319,0,4840,0
719365233,Existing Customer,34,M,Unknown,Single,Less than $40K,Blue,23,3,7664,1785,15077,0.233
720943308,Existing Customer,47,M,Graduate,Single,$60K - $80K,Silver,36,1,30498,1990,16202,0.065
714425283,Existing Customer,50,F,High School,Married,Unknown,Blue,40,3,19962,0,14703,0
711794358,Attrited Customer,61,M,College,Single,$80K - $120K,Blue,50,4,21398,0,3119,0
719683158,Attrited Customer,56,F,Unknown,Married,Less than $40K,Blue,48,4,4746,0,7154,0
709406733,Existing Customer,46,M,Graduate,Divorced,$80K - $120K,Blue,36,2,20434,1504,13280,0.074
708572658,Existing Customer,49,M,Graduate,Married,$60K - $80K,Silver,38,1,29531,2088,15039,0.071
714001008,Existing Customer,56,M,Uneducated,Divorced,$120K +,Blue,36,1,3730,0,13997,0
712833633,Existing Customer,41,M,Post-Graduate,Married,$40K - $60K,Blue,36,1,10688,653,13866,0.061
716260833,Attrited Customer,56,F,Unknown,Single,Less than $40K,Blue,36,3,4668,2517,8331,0.539
708863733,Existing Customer,35,M,Unknown,Single,$40K - $60K,Gold,19,1,22725,808,13847,0.036
717076458,Existing Customer,40,M,Unknown,Single,$40K - $60K,Blue,36,3,8155,1178,14955,0.144
712412958,Existing Customer,41,F,Doctorate,Married,$40K - $60K,Silver,33,1,18266,822,14615,0.045
720535008,Existing Customer,46,M,Uneducated,Single,$80K - $120K,Blue,36,2,10492,1094,13764,0.104
711578658,Existing Customer,56,F,High School,Married,$40K - $60K,Blue,49,3,6380,2517,13945,0.395
709373883,Existing Customer,37,F,Unknown,Married,$40K - $60K,Silver,36,1,19055,2517,15091,0.132
780730008,Existing Customer,51,M,College,Single,$120K +,Blue,36,2,3477,752,13627,0.216
824816358,Existing Customer,36,F,Uneducated,Single,Less than $40K,Blue,32,3,3277,0,14252,0
716106108,Existing Customer,49,M,Post-Graduate,Married,$120K +,Silver,41,3,34516,0,13376,0
709807383,Existing Customer,35,F,Unknown,Married,Less than $40K,Blue,22,1,3616,1155,15391,0.319
716430933,Existing Customer,46,F,Unknown,Single,Less than $40K,Blue,36,1,3973,0,13740,0
789866133,Existing Customer,45,F,Graduate,Unknown,$40K - $60K,Blue,35,3,4318,2359,12867,0.546
718634058,Existing Customer,48,F,High School,Unknown,Unknown,Blue,31,2,7660,764,14844,0.1
715129983,Existing Customer,46,F,Graduate,Divorced,Unknown,Blue,36,3,3515,0,15079,0
717177783,Existing Customer,36,F,Unknown,Married,Less than $40K,Silver,19,2,13313,0,15549,0
719694408,Attrited Customer,30,F,College,Single,Less than $40K,Blue,36,3,4541,0,7996,0
806992533,Existing Customer,49,F,Graduate,Married,Less than $40K,Blue,44,1,8284,797,13092,0.096
718045008,Attrited Customer,31,M,Post-Graduate,Married,Less than $40K,Blue,21,2,3768,0,6639,0
711010683,Existing Customer,35,M,High School,Married,$40K - $60K,Blue,27,2,14382,1950,12941,0.136
714759708,Existing Customer,54,F,High School,Single,Unknown,Blue,36,2,10798,1378,13681,0.128
718801158,Existing Customer,49,M,Graduate,Single,$40K - $60K,Gold,36,2,23981,1408,14455,0.059
712256358,Existing Customer,40,M,Graduate,Married,$60K - $80K,Blue,23,3,22729,1581,13672,0.07
779803008,Existing Customer,41,F,High School,Single,Unknown,Blue,30,2,27670,0,13854,0
710968008,Existing Customer,37,F,Uneducated,Married,Less than $40K,Blue,26,1,3423,647,14308,0.189
771584658,Existing Customer,46,F,Unknown,Single,Unknown,Silver,34,2,33874,1473,13753,0.043
718102758,Existing Customer,61,F,High School,Married,Less than $40K,Blue,36,1,3175,1116,14071,0.351
811076883,Attrited Customer,45,M,Graduate,Married,$40K - $60K,Blue,40,4,7979,0,5056,0
770970558,Existing Customer,41,M,Unknown,Single,$80K - $120K,Blue,28,2,13679,2267,15180,0.166
758863383,Existing Customer,47,F,Uneducated,Unknown,Less than $40K,Silver,36,3,14767,948,13090,0.064
716863458,Attrited Customer,44,M,Uneducated,Single,$80K - $120K,Silver,36,3,34516,569,8570,0.016
766821033,Attrited Customer,61,M,Unknown,Single,$120K +,Blue,46,3,4650,1162,7976,0.25
814590483,Existing Customer,45,F,Graduate,Married,$40K - $60K,Blue,40,3,3592,865,12777,0.241
773283108,Existing Customer,31,M,High School,Married,$60K - $80K,Silver,24,1,32535,1722,15738,0.053
721006458,Existing Customer,42,M,Unknown,Single,$120K +,Blue,35,1,3214,1471,14557,0.458
714615258,Attrited Customer,32,M,High School,Single,$40K - $60K,Blue,36,3,4819,2134,9330,0.443
788687133,Existing Customer,42,M,Graduate,Married,$80K - $120K,Blue,31,3,16433,0,13678,0
820108008,Existing Customer,49,M,Unknown,Married,$80K - $120K,Blue,44,3,12174,1361,14743,0.112
717781608,Existing Customer,52,F,Graduate,Married,Less than $40K,Blue,40,2,9230,1518,14082,0.164
720136458,Existing Customer,39,M,Post-Graduate,Married,$60K - $80K,Blue,36,2,6867,776,14119,0.113
716247708,Existing Customer,51,M,College,Single,$120K +,Gold,33,2,34516,1848,14149,0.054
714968208,Existing Customer,52,M,High School,Married,$80K - $120K,Blue,36,3,18046,0,13758,0
719913783,Existing Customer,40,M,Graduate,Single,$40K - $60K,Blue,27,2,7680,1589,13617,0.207
720621408,Existing Customer,38,F,Uneducated,Married,Less than $40K,Blue,36,3,7825,0,14326,0
721169883,Existing Customer,41,M,College,Married,$60K - $80K,Blue,31,3,5002,1945,16161,0.389
719324658,Existing Customer,27,M,College,Unknown,$80K - $120K,Silver,19,1,34516,1131,14716,0.033
714577233,Existing Customer,50,F,Graduate,Married,$40K - $60K,Blue,41,3,4755,0,15999,0
712367658,Existing Customer,58,M,Uneducated,Single,$80K - $120K,Blue,40,3,22104,1783,13830,0.081
803655333,Existing Customer,53,M,Post-Graduate,Single,$60K - $80K,Silver,47,3,29038,2295,12025,0.079
710455608,Attrited Customer,40,M,High School,Single,$80K - $120K,Blue,36,3,4620,0,6644,0
711328458,Existing Customer,58,M,High School,Married,$80K - $120K,Blue,50,1,34516,1341,13988,0.039
708123033,Existing Customer,41,F,Graduate,Single,Less than $40K,Silver,30,1,11463,0,14511,0
713514633,Attrited Customer,59,M,Graduate,Single,$60K - $80K,Blue,50,4,6224,0,8291,0
710745633,Existing Customer,53,M,Unknown,Married,$120K +,Blue,36,3,19252,751,14074,0.039
710374008,Existing Customer,53,M,Graduate,Single,$80K - $120K,Blue,47,1,34516,1583,12906,0.046
772166058,Existing Customer,31,M,Unknown,Single,$40K - $60K,Blue,20,2,3232,1564,13142,0.484
715017858,Existing Customer,44,M,Uneducated,Married,$120K +,Platinum,36,1,34516,1421,14465,0.041
717571683,Attrited Customer,47,F,Uneducated,Married,$40K - $60K,Gold,34,3,23981,0,4536,0
743420208,Existing Customer,47,F,College,Single,Less than $40K,Blue,40,2,4822,1882,13816,0.39
716201883,Existing Customer,46,M,Graduate,Unknown,$120K +,Silver,39,2,34516,1381,14696,0.04
714593883,Existing Customer,53,F,Graduate,Married,Less than $40K,Silver,45,2,12100,1350,13138,0.112
711003483,Existing Customer,40,M,Unknown,Divorced,$60K - $80K,Blue,24,3,20466,1138,15121,0.056
819628158,Existing Customer,42,M,Graduate,Single,$60K - $80K,Blue,37,3,17887,1821,14544,0.102
712021233,Attrited Customer,33,M,Graduate,Married,$60K - $80K,Blue,15,1,23399,0,9356,0
708573933,Existing Customer,45,F,Unknown,Single,Less than $40K,Silver,36,2,13026,789,14747,0.061
710758683,Existing Customer,61,F,Graduate,Unknown,$40K - $60K,Silver,48,3,15698,2000,12980,0.127
718288833,Existing Customer,31,M,Unknown,Married,$40K - $60K,Blue,36,3,5590,875,14643,0.157
708873183,Existing Customer,47,M,Post-Graduate,Single,$60K - $80K,Blue,39,3,17575,618,15473,0.035
766224933,Existing Customer,46,M,Graduate,Married,$80K - $120K,Blue,39,1,29528,1769,14428,0.06
771626283,Existing Customer,54,M,Post-Graduate,Married,$60K - $80K,Platinum,42,3,34516,1996,15033,0.058
720372483,Existing Customer,60,F,High School,Married,Less than $40K,Blue,36,1,4147,2262,14624,0.545
712916958,Attrited Customer,55,F,Graduate,Married,Unknown,Blue,36,3,12494,0,7026,0
716124408,Attrited Customer,32,M,Graduate,Single,$120K +,Gold,22,2,34516,1692,7486,0.049
714128283,Existing Customer,49,F,Unknown,Married,Less than $40K,Silver,40,3,13411,1736,12493,0.129
708163758,Existing Customer,41,M,Unknown,Married,$120K +,Blue,33,4,34516,638,13085,0.018
716979183,Existing Customer,45,M,College,Married,$60K - $80K,Blue,34,1,17646,1396,15527,0.079
716480358,Existing Customer,45,M,Uneducated,Single,$60K - $80K,Blue,36,2,11121,1296,13814,0.117
800758233,Attrited Customer,30,M,College,Single,$60K - $80K,Blue,24,2,4109,0,8642,0
720413658,Existing Customer,44,M,High School,Married,$120K +,Blue,31,1,6176,905,15102,0.147
715832058,Existing Customer,40,F,Graduate,Unknown,Less than $40K,Blue,36,2,4512,1172,14414,0.26
716323683,Existing Customer,31,M,Graduate,Married,$80K - $120K,Blue,36,3,32791,1607,13177,0.049
819616383,Existing Customer,40,F,Uneducated,Divorced,Less than $40K,Blue,35,3,4772,2004,14748,0.42
771069033,Existing Customer,56,M,Unknown,Unknown,$60K - $80K,Blue,43,2,10602,1083,14084,0.102
821241708,Attrited Customer,47,M,Unknown,Unknown,$80K - $120K,Blue,42,4,7953,0,8670,0
716987358,Attrited Customer,29,M,Post-Graduate,Divorced,$60K - $80K,Blue,15,1,8022,0,5660,0
710300733,Existing Customer,38,M,High School,Single,$120K +,Blue,27,4,34516,0,13781,0
712497783,Existing Customer,56,F,Unknown,Married,Less than $40K,Blue,48,2,9092,1363,14779,0.15
709259958,Attrited Customer,53,F,Graduate,Single,Less than $40K,Blue,44,3,5541,2517,9195,0.454
716296833,Existing Customer,56,M,Doctorate,Single,$80K - $120K,Blue,47,1,7204,0,14042,0
715728108,Existing Customer,27,F,Graduate,Unknown,Less than $40K,Blue,36,1,4548,1450,14330,0.319
771507258,Existing Customer,38,F,Graduate,Single,Less than $40K,Blue,26,2,3860,1175,14474,0.304
713758758,Existing Customer,48,M,High School,Married,Less than $40K,Silver,36,2,14581,2517,17628,0.173
779809908,Existing Customer,44,F,High School,Single,Less than $40K,Blue,34,2,3084,0,12739,0
816310158,Existing Customer,49,M,Uneducated,Unknown,$60K - $80K,Blue,44,3,12375,2263,14500,0.183
780349833,Existing Customer,36,M,College,Married,$40K - $60K,Gold,23,1,23981,0,15236,0
818235408,Existing Customer,30,M,College,Married,$60K - $80K,Blue,25,3,19534,0,15634,0
709213458,Attrited Customer,42,M,High School,Married,$80K - $120K,Blue,36,3,22993,0,7867,0
719634408,Existing Customer,51,M,Unknown,Single,$120K +,Silver,31,2,34516,585,13534,0.017
709934808,Existing Customer,59,M,Unknown,Single,$40K - $60K,Silver,51,2,15164,1071,13062,0.071
712238958,Existing Customer,45,M,Graduate,Married,Less than $40K,Blue,36,2,7231,1047,15571,0.145
711813258,Existing Customer,56,M,College,Single,$60K - $80K,Gold,43,1,34516,2022,13633,0.059
789983133,Existing Customer,31,M,Graduate,Unknown,$80K - $120K,Silver,22,3,34516,1780,14185,0.052
792139308,Existing Customer,48,F,Graduate,Single,$40K - $60K,Blue,42,2,9215,639,13345,0.069
718123608,Existing Customer,32,M,Graduate,Married,$80K - $120K,Blue,36,1,25438,1907,16485,0.075
715369008,Existing Customer,46,F,High School,Single,Less than $40K,Blue,36,2,3759,0,15331,0
717556758,Existing Customer,52,F,High School,Single,Less than $40K,Blue,36,2,3029,2267,14934,0.748
718252533,Attrited Customer,30,F,Graduate,Divorced,Less than $40K,Blue,18,1,4203,996,7292,0.237
716340783,Existing Customer,48,M,High School,Married,$80K - $120K,Blue,36,1,21526,1320,14441,0.061
717898758,Attrited Customer,55,F,Graduate,Married,Less than $40K,Silver,45,3,12207,0,5838,0
825743583,Existing Customer,39,F,Graduate,Single,Unknown,Silver,35,3,32089,1971,13796,0.061
717711108,Existing Customer,43,F,Unknown,Married,Less than $40K,Blue,27,2,3541,1042,14511,0.294
789791808,Existing Customer,43,M,High School,Married,$40K - $60K,Blue,32,2,7139,1512,14802,0.212
807971658,Existing Customer,47,F,Unknown,Married,Less than $40K,Blue,42,2,3669,2517,13931,0.686
770220558,Attrited Customer,57,M,Unknown,Single,$60K - $80K,Blue,51,6,5859,0,8004,0
818239983,Existing Customer,53,M,Unknown,Divorced,$80K - $120K,Blue,48,1,15594,1590,13016,0.102
712544358,Existing Customer,48,M,Graduate,Married,$120K +,Gold,36,4,34516,1823,15552,0.053
720306408,Existing Customer,50,F,High School,Single,Less than $40K,Blue,41,3,6704,0,12576,0
721488858,Existing Customer,53,M,Uneducated,Married,$60K - $80K,Silver,38,3,32417,871,14381,0.027
710771433,Existing Customer,48,M,Graduate,Single,$80K - $120K,Blue,36,3,2754,2152,13991,0.781
708662583,Attrited Customer,41,M,Unknown,Married,$60K - $80K,Silver,29,3,27945,0,8345,0
717663033,Existing Customer,51,M,Uneducated,Single,$120K +,Blue,35,2,34516,1068,16428,0.031
721524858,Existing Customer,51,F,Unknown,Married,Less than $40K,Blue,37,2,7098,1829,13139,0.258
788778033,Existing Customer,39,F,College,Single,Less than $40K,Silver,20,2,12338,1277,15869,0.104
708649683,Existing Customer,51,M,High School,Single,$60K - $80K,Blue,42,3,16703,1140,15472,0.068
708770883,Existing Customer,43,M,Uneducated,Married,$80K - $120K,Blue,24,2,16667,1463,15301,0.088
708152358,Attrited Customer,54,M,Post-Graduate,Unknown,$80K - $120K,Blue,36,3,18512,1664,8019,0.09
719210133,Existing Customer,47,M,Uneducated,Single,$60K - $80K,Blue,35,3,14131,1333,12779,0.094
714690633,Existing Customer,51,F,Graduate,Single,Less than $40K,Blue,36,3,3276,1474,14212,0.45
719719158,Existing Customer,38,M,Post-Graduate,Single,$80K - $120K,Silver,36,3,34516,1435,15584,0.042
712690458,Existing Customer,38,F,Uneducated,Married,Less than $40K,Blue,28,1,3629,1891,15982,0.521
718758783,Existing Customer,44,F,Unknown,Single,Less than $40K,Silver,36,3,13067,1943,15172,0.149
716947083,Existing Customer,32,M,High School,Single,$40K - $60K,Blue,36,2,3845,1871,14593,0.487
709075533,Attrited Customer,41,M,Uneducated,Single,$80K - $120K,Blue,32,3,12094,0,8607,0
712952283,Existing Customer,50,M,Graduate,Married,$120K +,Blue,35,1,34516,1638,14474,0.047
718799958,Existing Customer,60,F,Graduate,Married,Unknown,Blue,52,3,13312,1974,14336,0.148
718663983,Existing Customer,38,F,Doctorate,Single,Less than $40K,Blue,36,2,3466,2517,13140,0.726
789550458,Existing Customer,59,M,High School,Single,$40K - $60K,Silver,52,2,15223,1729,14230,0.114
708226833,Existing Customer,53,M,High School,Married,$120K +,Gold,44,6,34516,831,13247,0.024
714361083,Attrited Customer,40,F,College,Single,Less than $40K,Blue,36,2,5989,0,5843,0
714608583,Attrited Customer,45,M,High School,Divorced,$120K +,Blue,36,3,5287,0,8392,0
710775483,Existing Customer,53,M,High School,Unknown,$40K - $60K,Blue,43,1,9060,0,14305,0
709410033,Existing Customer,56,M,High School,Unknown,$80K - $120K,Blue,36,1,4731,831,14952,0.176
717173358,Existing Customer,60,F,Graduate,Single,$40K - $60K,Blue,47,2,9502,1881,14418,0.198
719773158,Existing Customer,42,M,Graduate,Married,$80K - $120K,Blue,36,3,29738,2370,14270,0.08
771292233,Existing Customer,48,F,Unknown,Single,Less than $40K,Blue,36,1,3918,813,15867,0.208
756371058,Existing Customer,58,F,Unknown,Married,Less than $40K,Blue,40,2,3944,1006,15315,0.255
709476033,Existing Customer,55,M,Uneducated,Married,$120K +,Blue,48,1,6577,1800,14229,0.274
770560683,Existing Customer,51,M,Graduate,Married,$120K +,Gold,37,3,34516,2417,13021,0.07
788766933,Existing Customer,46,M,Post-Graduate,Married,$80K - $120K,Blue,26,3,34516,714,14279,0.021
713550483,Existing Customer,45,M,Graduate,Unknown,$60K - $80K,Blue,33,5,8670,1930,13767,0.223
709928358,Attrited Customer,40,M,Graduate,Single,$80K - $120K,Blue,20,2,32554,0,8528,0
713895633,Existing Customer,56,F,High School,Unknown,$40K - $60K,Blue,36,1,8331,0,14324,0
720471108,Existing Customer,34,F,High School,Single,Unknown,Silver,26,2,32056,1668,12595,0.052
718192608,Existing Customer,48,M,Uneducated,Married,$60K - $80K,Blue,36,1,15524,1148,13819,0.074
805485933,Existing Customer,45,F,Graduate,Married,Less than $40K,Blue,40,1,4010,2517,14354,0.628
712517808,Existing Customer,42,M,High School,Married,$60K - $80K,Blue,36,4,3275,1525,14830,0.466
780604083,Existing Customer,49,M,Unknown,Single,$60K - $80K,Blue,37,2,18349,1209,16422,0.066
715311183,Existing Customer,35,M,Post-Graduate,Single,$60K - $80K,Blue,24,3,3388,1659,13557,0.49
712265508,Attrited Customer,32,M,Post-Graduate,Single,$40K - $60K,Blue,14,1,4015,0,8363,0
715051608,Attrited Customer,34,M,High School,Single,$60K - $80K,Blue,36,3,9719,2517,9183,0.259
757786608,Existing Customer,33,M,Post-Graduate,Single,$80K - $120K,Blue,24,3,4178,2463,16216,0.59
714303483,Existing Customer,40,M,College,Married,$40K - $60K,Gold,31,2,3735,1474,15039,0.395
718728108,Existing Customer,43,M,Uneducated,Married,$60K - $80K,Silver,30,3,29856,1576,14887,0.053
710019933,Existing Customer,29,M,Uneducated,Single,$40K - $60K,Blue,22,3,11522,1203,13720,0.104
812453283,Existing Customer,42,M,Graduate,Married,$40K - $60K,Blue,37,2,3161,1788,13692,0.566
717439983,Attrited Customer,48,M,Graduate,Married,$80K - $120K,Blue,28,3,14774,2517,8293,0.17
714391683,Attrited Customer,39,M,Unknown,Married,$60K - $80K,Gold,36,3,34516,2517,8248,0.073
827901183,Existing Customer,51,F,Graduate,Married,Less than $40K,Blue,47,2,5118,980,14593,0.191
708841233,Attrited Customer,41,M,College,Married,$80K - $120K,Blue,33,3,14682,2517,8193,0.171
710663508,Existing Customer,42,M,Uneducated,Married,$40K - $60K,Blue,33,2,3108,2280,14763,0.734
716439258,Existing Customer,32,M,Graduate,Married,$60K - $80K,Blue,36,1,3223,1413,13648,0.438
719610708,Existing Customer,43,M,Graduate,Married,$120K +,Blue,34,1,28612,2517,14727,0.088
715026258,Existing Customer,50,M,Graduate,Married,$60K - $80K,Silver,37,1,6224,777,13503,0.125
711706458,Existing Customer,44,M,Doctorate,Married,$80K - $120K,Blue,27,2,24134,1290,13311,0.053
712180308,Existing Customer,36,M,High School,Single,$120K +,Blue,36,3,27929,1898,14755,0.068
802622733,Existing Customer,44,F,Uneducated,Single,$40K - $60K,Blue,34,3,3657,0,14802,0
778832883,Existing Customer,47,F,Post-Graduate,Married,Less than $40K,Blue,28,3,8257,961,13769,0.116
788671608,Existing Customer,45,F,College,Single,$40K - $60K,Gold,30,2,23051,1836,14393,0.08
718023708,Existing Customer,53,F,Uneducated,Single,$40K - $60K,Blue,42,1,14839,2226,14625,0.15
718692258,Existing Customer,43,M,Unknown,Married,$60K - $80K,Blue,34,3,3755,1591,14402,0.424
718357458,Existing Customer,48,M,Unknown,Single,$60K - $80K,Blue,36,3,3862,0,15282,0
714003483,Existing Customer,37,M,Doctorate,Unknown,$60K - $80K,Blue,36,3,7539,0,15293,0
713632983,Attrited Customer,43,M,High School,Married,$80K - $120K,Blue,35,3,10588,503,7886,0.048
711008508,Existing Customer,59,M,Graduate,Single,$40K - $60K,Blue,50,1,11808,0,13751,0
815230458,Existing Customer,31,M,High School,Divorced,$40K - $60K,Silver,26,1,15504,1277,14181,0.082
719612583,Attrited Customer,52,F,Uneducated,Divorced,Unknown,Blue,42,4,12091,0,8127,0
709514433,Existing Customer,41,M,High School,Married,$80K - $120K,Blue,33,1,13818,609,13209,0.044
815826708,Existing Customer,53,F,Unknown,Married,$40K - $60K,Blue,48,3,4442,1107,14437,0.249
815520333,Existing Customer,55,M,High School,Married,$60K - $80K,Blue,50,1,5282,1144,13513,0.217
718661958,Existing Customer,41,M,College,Married,$80K - $120K,Blue,28,1,34516,1617,13083,0.047
788980983,Existing Customer,55,M,High School,Single,$80K - $120K,Blue,42,4,34516,1583,12192,0.046
721171008,Existing Customer,31,F,Unknown,Married,Less than $40K,Silver,36,3,10353,1520,15028,0.147
714682233,Existing Customer,48,M,Graduate,Married,$80K - $120K,Blue,43,4,9959,0,14948,0
720736608,Existing Customer,42,M,Graduate,Married,$60K - $80K,Blue,36,2,6280,2181,14109,0.347
718333983,Attrited Customer,57,M,Unknown,Divorced,$120K +,Blue,36,2,13694,2219,9040,0.162
772207683,Existing Customer,34,M,Graduate,Single,Less than $40K,Blue,23,3,8940,1518,14459,0.17
714794133,Existing Customer,54,M,Uneducated,Married,$60K - $80K,Blue,45,3,6546,1908,14103,0.291
756639708,Existing Customer,46,F,Unknown,Married,Unknown,Silver,39,1,32587,992,15958,0.03
713686008,Existing Customer,38,M,Graduate,Single,$60K - $80K,Blue,25,1,11474,0,13041,0
713475633,Existing Customer,40,M,Unknown,Single,$120K +,Silver,31,3,34516,2203,14204,0.064
717518733,Attrited Customer,56,F,High School,Married,Less than $40K,Blue,46,3,9463,764,7106,0.081
712532058,Existing Customer,44,M,Post-Graduate,Married,$40K - $60K,Blue,36,1,12552,1405,15508,0.112
789666333,Existing Customer,39,M,Graduate,Single,$60K - $80K,Blue,24,3,21679,1073,15581,0.049
711422358,Existing Customer,42,M,Post-Graduate,Unknown,$40K - $60K,Blue,36,2,10531,2330,14955,0.221
708510858,Existing Customer,60,F,Uneducated,Single,Less than $40K,Blue,47,3,4905,2413,15478,0.492
767023308,Existing Customer,35,M,College,Unknown,$80K - $120K,Silver,29,2,34516,0,12847,0
789289383,Existing Customer,42,M,Graduate,Single,$80K - $120K,Silver,31,2,34516,2120,14626,0.061
708805908,Attrited Customer,30,M,Graduate,Married,Less than $40K,Silver,18,1,10017,726,9299,0.072
710155158,Attrited Customer,37,M,Uneducated,Unknown,$80K - $120K,Blue,18,1,31832,518,10201,0.016
713330133,Existing Customer,37,F,Graduate,Married,Less than $40K,Blue,19,3,5843,1346,13299,0.23
714403983,Existing Customer,43,M,Graduate,Single,$80K - $120K,Blue,36,2,34427,1613,13545,0.047
720353808,Attrited Customer,34,M,High School,Unknown,$80K - $120K,Silver,21,2,34516,0,9177,0
710362233,Existing Customer,48,M,Unknown,Unknown,$80K - $120K,Platinum,40,2,34516,1723,13853,0.05
771484908,Existing Customer,31,M,Graduate,Divorced,$80K - $120K,Silver,19,3,34516,1984,14969,0.057
717047583,Attrited Customer,47,F,Doctorate,Married,Less than $40K,Blue,35,3,4779,2517,8912,0.527
715694433,Existing Customer,51,M,Unknown,Single,$60K - $80K,Blue,22,3,4248,1177,13958,0.277
793456983,Existing Customer,43,M,Post-Graduate,Single,$40K - $60K,Blue,37,2,7872,989,13746,0.126
715742658,Existing Customer,41,F,Graduate,Unknown,Less than $40K,Blue,13,3,6077,1421,12489,0.234
715518783,Existing Customer,48,F,Graduate,Single,Less than $40K,Blue,36,3,3882,2029,13980,0.523
779514558,Existing Customer,41,F,High School,Married,Less than $40K,Blue,24,1,7207,1645,13730,0.228
720017958,Existing Customer,48,F,Unknown,Single,$40K - $60K,Blue,36,1,6121,1679,14224,0.274
712895733,Attrited Customer,40,M,Uneducated,Single,$80K - $120K,Blue,36,3,34516,572,8659,0.017
719039283,Existing Customer,32,M,Uneducated,Married,$40K - $60K,Blue,36,2,3535,1964,14080,0.556
719629308,Attrited Customer,55,F,Unknown,Single,Unknown,Silver,37,2,34516,1783,8472,0.052
754443033,Attrited Customer,50,M,Graduate,Single,$80K - $120K,Silver,43,3,34516,432,9045,0.013
716159958,Existing Customer,49,M,Unknown,Married,$60K - $80K,Blue,36,1,6224,1329,14238,0.214
712195383,Existing Customer,37,F,Doctorate,Single,Less than $40K,Blue,36,2,9178,1585,14932,0.173
822885033,Existing Customer,31,M,High School,Married,$60K - $80K,Blue,24,1,4328,1493,14731,0.345
716543433,Existing Customer,52,M,College,Married,$80K - $120K,Blue,36,2,9959,1049,15195,0.105
717403158,Existing Customer,60,F,Uneducated,Single,Less than $40K,Blue,47,2,9634,2076,14218,0.215
826065258,Existing Customer,35,F,Unknown,Divorced,Unknown,Blue,31,2,19033,1555,16033,0.082
709397508,Existing Customer,48,M,Uneducated,Married,$60K - $80K,Blue,39,3,8624,1709,15738,0.198
720748608,Attrited Customer,44,M,Graduate,Divorced,$40K - $60K,Blue,32,2,3575,0,7672,0
709823733,Attrited Customer,44,F,Graduate,Unknown,$40K - $60K,Blue,34,3,5508,0,7507,0
713542908,Existing Customer,31,M,Graduate,Single,Less than $40K,Blue,19,2,5871,1829,15645,0.312
